Filename,Paths
wmic.exe,C:\Windows\SysWOW64\wbem\wmic.exe
wmic.exe,C:\Windows\System32\wbem\wmic.exe
wmic.exe,C:\Windows\SysWOW64\wbem\wmic.exe
wmic.exe,C:\Windows\System32\wbem\wmic.exe
wmic.exe,C:\Windows\SysWOW64\wbem\wmic.exe
wmic.exe,C:\Windows\System32\wbem\wmic.exe
wmic.exe,C:\Windows\SysWOW64\wbem\wmic.exe
wmic.exe,C:\Windows\System32\wbem\wmic.exe
wmic.exe,C:\Windows\SysWOW64\wbem\wmic.exe
workfolders.exe,C:\Windows\System32\WorkFolders.exe
wscript.exe,C:\Windows\System32\wscript.exe
wscript.exe,C:\Windows\SysWOW64\wscript.exe
wscript.exe,C:\Windows\System32\wscript.exe
wscript.exe,C:\Windows\SysWOW64\wscript.exe
wsreset.exe,C:\Windows\System32\wsreset.exe
wuauclt.exe,C:\Windows\System32\wuauclt.exe
wuauclt.exe,C:\Windows\UUS\amd64\wuauclt.exe
xwizard.exe,C:\Windows\System32\xwizard.exe
xwizard.exe,C:\Windows\SysWOW64\xwizard.exe
xwizard.exe,C:\Windows\System32\xwizard.exe
xwizard.exe,C:\Windows\SysWOW64\xwizard.exe
xwizard.exe,C:\Windows\System32\xwizard.exe
xwizard.exe,C:\Windows\SysWOW64\xwizard.exe
msedge_proxy.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge_proxy.exe
msedge_proxy.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge_proxy.exe
msedgewebview2.exe,C:\Program Files (x86)\Microsoft\Edge\Application\114.0.1823.43\msedgewebview2.exe
msedgewebview2.exe,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\131.0.2903.70\msedgewebview2.exe
msedgewebview2.exe,C:\Program Files (x86)\Microsoft\Edge\Application\114.0.1823.43\msedgewebview2.exe
msedgewebview2.exe,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\131.0.2903.70\msedgewebview2.exe
msedgewebview2.exe,C:\Program Files (x86)\Microsoft\Edge\Application\114.0.1823.43\msedgewebview2.exe
msedgewebview2.exe,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\131.0.2903.70\msedgewebview2.exe
msedgewebview2.exe,C:\Program Files (x86)\Microsoft\Edge\Application\114.0.1823.43\msedgewebview2.exe
msedgewebview2.exe,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\131.0.2903.70\msedgewebview2.exe
msedgewebview2.exe,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\.*\msedgewebview2.exe
wt.exe,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_.*\wt.exe
advpack.dll,C:\windows\system32\advpack.dll
advpack.dll,C:\windows\syswow64\advpack.dll
desk.cpl,C:\Windows\System32\desk.cpl
desk.cpl,C:\Windows\SysWOW64\desk.cpl
desk.cpl,C:\Windows\System32\desk.cpl
desk.cpl,C:\Windows\SysWOW64\desk.cpl
dfshim.dll,C:\Windows\Microsoft.NET\Framework\v2.0.50727\Dfsvc.exe
dfshim.dll,C:\Windows\Microsoft.NET\Framework64\v2.0.50727\Dfsvc.exe
dfshim.dll,C:\Windows\Microsoft.NET\Framework\v4.0.30319\Dfsvc.exe
dfshim.dll,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\Dfsvc.exe
ieadvpack.dll,C:\windows\system32\ieadvpack.dll
ieadvpack.dll,C:\windows\syswow64\ieadvpack.dll
ieframe.dll,C:\windows\system32\ieframe.dll
ieframe.dll,C:\windows\syswow64\ieframe.dll
mshtml.dll,C:\windows\system32\mshtml.dll
mshtml.dll,C:\windows\syswow64\mshtml.dll
pcwutl.dll,C:\windows\system32\pcwutl.dll
pcwutl.dll,C:\windows\syswow64\pcwutl.dll
photoviewer.dll,C:\Program Files\Windows Photo Viewer\PhotoViewer.dll
photoviewer.dll,C:\Program Files (x86)\Windows Photo Viewer\PhotoViewer.dll
scrobj.dll,C:\windows\system32\scrobj.dll
scrobj.dll,C:\windows\syswow64\scrobj.dll
setupapi.dll,C:\windows\system32\setupapi.dll
setupapi.dll,C:\windows\syswow64\setupapi.dll
setupapi.dll,C:\windows\system32\setupapi.dll
setupapi.dll,C:\windows\syswow64\setupapi.dll
shdocvw.dll,C:\windows\system32\shdocvw.dll
shdocvw.dll,C:\windows\syswow64\shdocvw.dll
shell32.dll,C:\windows\system32\shell32.dll
shell32.dll,C:\windows\syswow64\shell32.dll
shell32.dll,C:\windows\system32\shell32.dll
shell32.dll,C:\windows\syswow64\shell32.dll
shell32.dll,C:\windows\system32\shell32.dll
shell32.dll,C:\windows\syswow64\shell32.dll
shell32.dll,C:\windows\system32\shell32.dll
shell32.dll,C:\windows\syswow64\shell32.dll
shimgvw.dll,C:\windows\system32\shimgvw.dll
shimgvw.dll,C:\windows\syswow64\shimgvw.dll
syssetup.dll,C:\windows\system32\syssetup.dll
syssetup.dll,C:\windows\syswow64\syssetup.dll
syssetup.dll,C:\windows\system32\syssetup.dll
syssetup.dll,C:\windows\syswow64\syssetup.dll
url.dll,C:\windows\system32\url.dll
url.dll,C:\windows\syswow64\url.dll
zipfldr.dll,C:\windows\system32\zipfldr.dll
zipfldr.dll,C:\windows\syswow64\zipfldr.dll
zipfldr.dll,C:\windows\system32\zipfldr.dll
zipfldr.dll,C:\windows\syswow64\zipfldr.dll
comsvcs.dll,C:\windows\system32\comsvcs.dll
acccheckconsole.exe,C:\Program Files (x86)\Windows Kits\10\bin\10.0.22000.0\x86\AccChecker\AccCheckConsole.exe
acccheckconsole.exe,C:\Program Files (x86)\Windows Kits\10\bin\10.0.22000.0\x64\AccChecker\AccCheckConsole.exe
acccheckconsole.exe,C:\Program Files (x86)\Windows Kits\10\bin\10.0.22000.0\arm\AccChecker\AccCheckConsole.exe
acccheckconsole.exe,C:\Program Files (x86)\Windows Kits\10\bin\10.0.22000.0\arm64\AccChecker\AccCheckConsole.exe
acccheckconsole.exe,C:\Program Files (x86)\Windows Kits\10\bin\10.0.22000.0\x86\AccChecker\AccCheckConsole.exe
acccheckconsole.exe,C:\Program Files (x86)\Windows Kits\10\bin\10.0.22000.0\x64\AccChecker\AccCheckConsole.exe
acccheckconsole.exe,C:\Program Files (x86)\Windows Kits\10\bin\10.0.22000.0\arm\AccChecker\AccCheckConsole.exe
acccheckconsole.exe,C:\Program Files (x86)\Windows Kits\10\bin\10.0.22000.0\arm64\AccChecker\AccCheckConsole.exe
adplus.exe,C:\Program Files (x86)\Windows Kits\10\Debuggers\x64\adplus.exe
adplus.exe,C:\Program Files (x86)\Windows Kits\10\Debuggers\x86\adplus.exe
agentexecutor.exe,C:\Program Files (x86)\Microsoft Intune Management Extension\AgentExecutor.exe
agentexecutor.exe,C:\Program Files (x86)\Microsoft Intune Management Extension\AgentExecutor.exe
appcert.exe,C:\Program Files (x86)\Windows Kits\10\App Certification Kit\appcert.exe
appcert.exe,C:\Program Files\Windows Kits\10\App Certification Kit\appcert.exe
appcert.exe,C:\Program Files (x86)\Windows Kits\10\App Certification Kit\appcert.exe
appcert.exe,C:\Program Files\Windows Kits\10\App Certification Kit\appcert.exe
appvlp.exe,C:\Program Files\Microsoft Office\root\client\appvlp.exe
appvlp.exe,C:\Program Files (x86)\Microsoft Office\root\client\appvlp.exe
appvlp.exe,C:\Program Files\Microsoft Office\root\client\appvlp.exe
appvlp.exe,C:\Program Files (x86)\Microsoft Office\root\client\appvlp.exe
cdb.exe,C:\Program Files (x86)\Windows Kits\10\Debuggers\x64\cdb.exe
cdb.exe,C:\Program Files (x86)\Windows Kits\10\Debuggers\x86\cdb.exe
cdb.exe,C:\Program Files (x86)\Windows Kits\10\Debuggers\x64\cdb.exe
cdb.exe,C:\Program Files (x86)\Windows Kits\10\Debuggers\x86\cdb.exe
cdb.exe,C:\Program Files (x86)\Windows Kits\10\Debuggers\x64\cdb.exe
cdb.exe,C:\Program Files (x86)\Windows Kits\10\Debuggers\x86\cdb.exe
coregen.exe,C:\Program Files\Microsoft Silverlight\5.1.50918.0\coregen.exe
coregen.exe,C:\Program Files (x86)\Microsoft Silverlight\5.1.50918.0\coregen.exe
coregen.exe,C:\Program Files\Microsoft Silverlight\5.1.50918.0\coregen.exe
coregen.exe,C:\Program Files (x86)\Microsoft Silverlight\5.1.50918.0\coregen.exe
coregen.exe,C:\Program Files\Microsoft Silverlight\5.1.50918.0\coregen.exe
coregen.exe,C:\Program Files (x86)\Microsoft Silverlight\5.1.50918.0\coregen.exe
createdump.exe,C:\Program Files\dotnet\shared\Microsoft.NETCore.App\.*\createdump.exe
createdump.exe,C:\Program Files (x86)\dotnet\shared\Microsoft.NETCore.App\.*\createdump.exe
createdump.exe,C:\Program Files\Microsoft Visual Studio\.*\Community\dotnet\runtime\shared\Microsoft.NETCore.App\6.0.0\createdump.exe
createdump.exe,C:\Program Files (x86)\Microsoft Visual Studio\.*\Community\dotnet\runtime\shared\Microsoft.NETCore.App\6.0.0\createdump.exe
csi.exe,C:\Program Files (x86)\Microsoft Visual Studio\2017\Community\MSBuild\15.0\Bin\Roslyn\csi.exe
csi.exe,C:\Program Files (x86)\Microsoft Web Tools\Packages\Microsoft.Net.Compilers.X.Y.Z\tools\csi.exe
defaultpack.exe,C:\Program Files (x86)\Microsoft\DefaultPack\DefaultPack.exe
devinit.exe,C:\Program Files\Microsoft Visual Studio\.*\Community\Common7\Tools\devinit\devinit.exe
devinit.exe,C:\Program Files (x86)\Microsoft Visual Studio\.*\Community\Common7\Tools\devinit\devinit.exe
devtoolslauncher.exe,C:\windows\system32\devtoolslauncher.exe
devtoolslauncher.exe,C:\windows\system32\devtoolslauncher.exe
dotnet.exe,C:\Program Files\dotnet\dotnet.exe
dotnet.exe,C:\Program Files\dotnet\dotnet.exe
dotnet.exe,C:\Program Files (x86)\dotnet\dotnet.exe
dotnet.exe,C:\Program Files\dotnet\dotnet.exe
dsdbutil.exe,C:\Windows\System32\dsdbutil.exe
dsdbutil.exe,C:\Windows\SysWOW64\dsdbutil.exe
dsdbutil.exe,C:\Windows\System32\dsdbutil.exe
dsdbutil.exe,C:\Windows\SysWOW64\dsdbutil.exe
dsdbutil.exe,C:\Windows\System32\dsdbutil.exe
dsdbutil.exe,C:\Windows\SysWOW64\dsdbutil.exe
dsdbutil.exe,C:\Windows\System32\dsdbutil.exe
dsdbutil.exe,C:\Windows\SysWOW64\dsdbutil.exe
dsdbutil.exe,C:\Windows\System32\dsdbutil.exe
dsdbutil.exe,C:\Windows\SysWOW64\dsdbutil.exe
dtutil.exe,C:\Program Files\Microsoft SQL Server\.*\DTS\Binn\dtutil.exe
dtutil.exe,C:\Program Files (x86)\Microsoft SQL Server\.*\DTS\Binn\dtutil.exe
dump64.exe,C:\Program Files (x86)\Microsoft Visual Studio\Installer\Feedback\dump64.exe
dumpminitool.exe,C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\Extensions\TestPlatform\Extensions\DumpMinitool.exe
dxcap.exe,C:\Windows\System32\dxcap.exe
dxcap.exe,C:\Windows\SysWOW64\dxcap.exe
ecmangen.exe,C:\Program Files (x86)\Microsoft SDKs\Windows\.*\Bin\ECMangen.exe
ecmangen.exe,C:\Program Files (x86)\Microsoft SDKs\Windows\.*\Bin\x64\ECMangen.exe
ecmangen.exe,C:\Program Files\Microsoft\Exchange Server\.*\Bin\ECMangen.exe
ecmangen.exe,C:\Program Files\Microsoft\Exchange Server\Bin\ECMangen.exe
ecmangen.exe,C:\Program Files\Microsoft\Exchange Server\ClientAccess\Bin\ECMangen.exe
ecmangen.exe,C:\ExchangeServer\Bin\ECMangen.exe
excel.exe,C:\Program Files (x86)\Microsoft Office 16\ClientX86\Root\Office16\Excel.exe
excel.exe,C:\Program Files\Microsoft Office 16\ClientX64\Root\Office16\Excel.exe
excel.exe,C:\Program Files\Microsoft Office\root\Office16\excel.exe
excel.exe,C:\Program Files (x86)\Microsoft Office\root\Office16\excel.exe
excel.exe,C:\Program Files (x86)\Microsoft Office\Office16\Excel.exe
excel.exe,C:\Program Files\Microsoft Office\Office16\Excel.exe
excel.exe,C:\Program Files (x86)\Microsoft Office 15\ClientX86\Root\Office15\Excel.exe
excel.exe,C:\Program Files\Microsoft Office 15\ClientX64\Root\Office15\Excel.exe
excel.exe,C:\Program Files (x86)\Microsoft Office\Office15\Excel.exe
excel.exe,C:\Program Files\Microsoft Office\Office15\Excel.exe
excel.exe,C:\Program Files (x86)\Microsoft Office 14\ClientX86\Root\Office14\Excel.exe
excel.exe,C:\Program Files\Microsoft Office 14\ClientX64\Root\Office14\Excel.exe
excel.exe,C:\Program Files (x86)\Microsoft Office\Office14\Excel.exe
excel.exe,C:\Program Files\Microsoft Office\Office14\Excel.exe
excel.exe,C:\Program Files (x86)\Microsoft Office\Office12\Excel.exe
excel.exe,C:\Program Files\Microsoft Office\Office12\Excel.exe
excel.exe,C:\Program Files\Microsoft Office\Office12\Excel.exe
fsi.exe,C:\Program Files\dotnet\sdk\.*\FSharp\fsi.exe
fsi.exe,C:\Program Files (x86)\Microsoft Visual Studio\2019\Professional\Common7\IDE\CommonExtensions\Microsoft\FSharp\fsi.exe
fsi.exe,C:\Program Files\dotnet\sdk\.*\FSharp\fsi.exe
fsi.exe,C:\Program Files (x86)\Microsoft Visual Studio\2019\Professional\Common7\IDE\CommonExtensions\Microsoft\FSharp\fsi.exe
fsianycpu.exe,C:\Program Files (x86)\Microsoft Visual Studio\2019\Professional\Common7\IDE\CommonExtensions\Microsoft\FSharp\fsianycpu.exe
fsianycpu.exe,C:\Program Files (x86)\Microsoft Visual Studio\2019\Professional\Common7\IDE\CommonExtensions\Microsoft\FSharp\fsianycpu.exe
mftrace.exe,C:\Program Files (x86)\Windows Kits\10\bin\10.0.16299.0\x86\mftrace.exe
mftrace.exe,C:\Program Files (x86)\Windows Kits\10\bin\10.0.16299.0\x64\mftrace.exe
mftrace.exe,C:\Program Files (x86)\Windows Kits\10\bin\x86\mftrace.exe
mftrace.exe,C:\Program Files (x86)\Windows Kits\10\bin\x64\mftrace.exe
microsoft.nodejstools.pressanykey.exe,C:\Program Files\Microsoft Visual Studio\.*\Community\Common7\IDE\Extensions\Microsoft\NodeJsTools\NodeJsTools\Microsoft.NodejsTools.PressAnyKey.exe
microsoft.nodejstools.pressanykey.exe,C:\Program Files (x86)\Microsoft Visual Studio\.*\Community\Common7\IDE\Extensions\Microsoft\NodeJsTools\NodeJsTools\Microsoft.NodejsTools.PressAnyKey.exe
msaccess.exe,C:\Program Files (x86)\Microsoft Office 16\ClientX86\Root\Office16\MSAccess.exe
msaccess.exe,C:\Program Files\Microsoft Office 16\ClientX64\Root\Office16\MSAccess.exe
msaccess.exe,C:\Program Files (x86)\Microsoft Office\Office16\MSAccess.exe
msaccess.exe,C:\Program Files\Microsoft Office\Office16\MSAccess.exe
msaccess.exe,C:\Program Files (x86)\Microsoft Office 15\ClientX86\Root\Office15\MSAccess.exe
msaccess.exe,C:\Program Files\Microsoft Office 15\ClientX64\Root\Office15\MSAccess.exe
msaccess.exe,C:\Program Files (x86)\Microsoft Office\Office15\MSAccess.exe
msaccess.exe,C:\Program Files\Microsoft Office\Office15\MSAccess.exe
msaccess.exe,C:\Program Files (x86)\Microsoft Office 14\ClientX86\Root\Office14\MSAccess.exe
msaccess.exe,C:\Program Files\Microsoft Office 14\ClientX64\Root\Office14\MSAccess.exe
msaccess.exe,C:\Program Files (x86)\Microsoft Office\Office14\MSAccess.exe
msaccess.exe,C:\Program Files\Microsoft Office\Office14\MSAccess.exe
msaccess.exe,C:\Program Files (x86)\Microsoft Office\Office12\MSAccess.exe
msaccess.exe,C:\Program Files\Microsoft Office\Office12\MSAccess.exe
msdeploy.exe,C:\Program Files\IIS\Microsoft Web Deploy V2\msdeploy.exe
msdeploy.exe,C:\Program Files (x86)\IIS\Microsoft Web Deploy V2\msdeploy.exe
msdeploy.exe,C:\Program Files\IIS\Microsoft Web Deploy V3\msdeploy.exe
msdeploy.exe,C:\Program Files (x86)\IIS\Microsoft Web Deploy V3\msdeploy.exe
msdeploy.exe,C:\Program Files\IIS\Microsoft Web Deploy V4\msdeploy.exe
msdeploy.exe,C:\Program Files (x86)\IIS\Microsoft Web Deploy V4\msdeploy.exe
msdeploy.exe,C:\Program Files\IIS\Microsoft Web Deploy V5\msdeploy.exe
msdeploy.exe,C:\Program Files (x86)\IIS\Microsoft Web Deploy V5\msdeploy.exe
msdeploy.exe,C:\Program Files\IIS\Microsoft Web Deploy V2\msdeploy.exe
msdeploy.exe,C:\Program Files (x86)\IIS\Microsoft Web Deploy V2\msdeploy.exe
msdeploy.exe,C:\Program Files\IIS\Microsoft Web Deploy V3\msdeploy.exe
msdeploy.exe,C:\Program Files (x86)\IIS\Microsoft Web Deploy V3\msdeploy.exe
msdeploy.exe,C:\Program Files\IIS\Microsoft Web Deploy V4\msdeploy.exe
msdeploy.exe,C:\Program Files (x86)\IIS\Microsoft Web Deploy V4\msdeploy.exe
msdeploy.exe,C:\Program Files\IIS\Microsoft Web Deploy V5\msdeploy.exe
msdeploy.exe,C:\Program Files (x86)\IIS\Microsoft Web Deploy V5\msdeploy.exe
msdeploy.exe,C:\Program Files\IIS\Microsoft Web Deploy V2\msdeploy.exe
msdeploy.exe,C:\Program Files (x86)\IIS\Microsoft Web Deploy V2\msdeploy.exe
msdeploy.exe,C:\Program Files\IIS\Microsoft Web Deploy V3\msdeploy.exe
msdeploy.exe,C:\Program Files (x86)\IIS\Microsoft Web Deploy V3\msdeploy.exe
msdeploy.exe,C:\Program Files\IIS\Microsoft Web Deploy V4\msdeploy.exe
msdeploy.exe,C:\Program Files (x86)\IIS\Microsoft Web Deploy V4\msdeploy.exe
msdeploy.exe,C:\Program Files\IIS\Microsoft Web Deploy V5\msdeploy.exe
msdeploy.exe,C:\Program Files (x86)\IIS\Microsoft Web Deploy V5\msdeploy.exe
msohtmed.exe,C:\Program Files (x86)\Microsoft Office 16\ClientX86\Root\Office16\MSOHTMED.exe
msohtmed.exe,C:\Program Files\Microsoft Office 16\ClientX64\Root\Office16\MSOHTMED.exe
msohtmed.exe,C:\Program Files (x86)\Microsoft Office\Office16\MSOHTMED.exe
msohtmed.exe,C:\Program Files\Microsoft Office\Office16\MSOHTMED.exe
msohtmed.exe,C:\Program Files (x86)\Microsoft Office 15\ClientX86\Root\Office15\MSOHTMED.exe
msohtmed.exe,C:\Program Files\Microsoft Office 15\ClientX64\Root\Office15\MSOHTMED.exe
msohtmed.exe,C:\Program Files (x86)\Microsoft Office\Office15\MSOHTMED.exe
msohtmed.exe,C:\Program Files\Microsoft Office\Office15\MSOHTMED.exe
msohtmed.exe,C:\Program Files (x86)\Microsoft Office 14\ClientX86\Root\Office14\MSOHTMED.exe
msohtmed.exe,C:\Program Files\Microsoft Office 14\ClientX64\Root\Office14\MSOHTMED.exe
msohtmed.exe,C:\Program Files (x86)\Microsoft Office\Office14\MSOHTMED.exe
msohtmed.exe,C:\Program Files\Microsoft Office\Office14\MSOHTMED.exe
msohtmed.exe,C:\Program Files (x86)\Microsoft Office\Office12\MSOHTMED.exe
msohtmed.exe,C:\Program Files\Microsoft Office\Office12\MSOHTMED.exe
mspub.exe,C:\Program Files (x86)\Microsoft Office 16\ClientX86\Root\Office16\MSPUB.exe
mspub.exe,C:\Program Files\Microsoft Office 16\ClientX64\Root\Office16\MSPUB.exe
mspub.exe,C:\Program Files (x86)\Microsoft Office\Office16\MSPUB.exe
mspub.exe,C:\Program Files\Microsoft Office\Office16\MSPUB.exe
mspub.exe,C:\Program Files (x86)\Microsoft Office 15\ClientX86\Root\Office15\MSPUB.exe
mspub.exe,C:\Program Files\Microsoft Office 15\ClientX64\Root\Office15\MSPUB.exe
mspub.exe,C:\Program Files (x86)\Microsoft Office\Office15\MSPUB.exe
mspub.exe,C:\Program Files\Microsoft Office\Office15\MSPUB.exe
mspub.exe,C:\Program Files (x86)\Microsoft Office 14\ClientX86\Root\Office14\MSPUB.exe
mspub.exe,C:\Program Files\Microsoft Office 14\ClientX64\Root\Office14\MSPUB.exe
mspub.exe,C:\Program Files (x86)\Microsoft Office\Office14\MSPUB.exe
mspub.exe,C:\Program Files\Microsoft Office\Office14\MSPUB.exe
ntdsutil.exe,C:\Windows\System32\ntdsutil.exe
openconsole.exe,C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\CommonExtensions\Microsoft\Terminal\ServiceHub\os64\OpenConsole.exe
openconsole.exe,C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\CommonExtensions\Microsoft\Terminal\ServiceHub\os86\OpenConsole.exe
openconsole.exe,C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\CommonExtensions\Microsoft\Terminal\ServiceHub\os64\OpenConsole.exe
openconsole.exe,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_.*_x64__8wekyb3d8bbwe\OpenConsole.exe
powerpnt.exe,C:\Program Files (x86)\Microsoft Office 16\ClientX86\Root\Office16\Powerpnt.exe
powerpnt.exe,C:\Program Files\Microsoft Office 16\ClientX64\Root\Office16\Powerpnt.exe
powerpnt.exe,C:\Program Files (x86)\Microsoft Office\Office16\Powerpnt.exe
powerpnt.exe,C:\Program Files\Microsoft Office\Office16\Powerpnt.exe
powerpnt.exe,C:\Program Files (x86)\Microsoft Office 15\ClientX86\Root\Office15\Powerpnt.exe
powerpnt.exe,C:\Program Files\Microsoft Office 15\ClientX64\Root\Office15\Powerpnt.exe
powerpnt.exe,C:\Program Files (x86)\Microsoft Office\Office15\Powerpnt.exe
powerpnt.exe,C:\Program Files\Microsoft Office\Office15\Powerpnt.exe
powerpnt.exe,C:\Program Files (x86)\Microsoft Office 14\ClientX86\Root\Office14\Powerpnt.exe
powerpnt.exe,C:\Program Files\Microsoft Office 14\ClientX64\Root\Office14\Powerpnt.exe
powerpnt.exe,C:\Program Files (x86)\Microsoft Office\Office14\Powerpnt.exe
powerpnt.exe,C:\Program Files\Microsoft Office\Office14\Powerpnt.exe
powerpnt.exe,C:\Program Files (x86)\Microsoft Office\Office12\Powerpnt.exe
powerpnt.exe,C:\Program Files\Microsoft Office\Office12\Powerpnt.exe
powerpnt.exe,C:\Program Files\Microsoft Office\Office12\Powerpnt.exe
protocolhandler.exe,C:\Program Files (x86)\Microsoft Office 16\ClientX86\Root\Office16\ProtocolHandler.exe
protocolhandler.exe,C:\Program Files\Microsoft Office 16\ClientX64\Root\Office16\ProtocolHandler.exe
protocolhandler.exe,C:\Program Files (x86)\Microsoft Office\Office16\ProtocolHandler.exe
protocolhandler.exe,C:\Program Files\Microsoft Office\Office16\ProtocolHandler.exe
protocolhandler.exe,C:\Program Files (x86)\Microsoft Office 15\ClientX86\Root\Office15\ProtocolHandler.exe
protocolhandler.exe,C:\Program Files\Microsoft Office 15\ClientX64\Root\Office15\ProtocolHandler.exe
protocolhandler.exe,C:\Program Files (x86)\Microsoft Office\Office15\ProtocolHandler.exe
protocolhandler.exe,C:\Program Files\Microsoft Office\Office15\ProtocolHandler.exe
remote.exe,C:\Program Files (x86)\Windows Kits\10\Debuggers\x64\remote.exe
remote.exe,C:\Program Files (x86)\Windows Kits\10\Debuggers\x86\remote.exe
remote.exe,C:\Program Files (x86)\Windows Kits\10\Debuggers\x64\remote.exe
remote.exe,C:\Program Files (x86)\Windows Kits\10\Debuggers\x86\remote.exe
remote.exe,C:\Program Files (x86)\Windows Kits\10\Debuggers\x64\remote.exe
remote.exe,C:\Program Files (x86)\Windows Kits\10\Debuggers\x86\remote.exe
sqldumper.exe,C:\Program Files\Microsoft SQL Server\.*\Shared\SQLDumper.exe
sqldumper.exe,C:\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesX86\Microsoft Analysis\AS OLEDB\140\SQLDumper.exe
sqldumper.exe,C:\Program Files\Microsoft Power BI Desktop\bin\SqlDumper.exe
sqldumper.exe,C:\Program Files\Microsoft SQL Server\90\Shared\SQLDumper.exe
sqldumper.exe,C:\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesX86\Microsoft Analysis\AS OLEDB\140\SQLDumper.exe
sqldumper.exe,C:\Program Files\Microsoft Power BI Desktop\bin\SqlDumper.exe
sqlps.exe,C:\Program files (x86)\Microsoft SQL Server\100\Tools\Binn\sqlps.exe
sqlps.exe,C:\Program files (x86)\Microsoft SQL Server\110\Tools\Binn\sqlps.exe
sqlps.exe,C:\Program files (x86)\Microsoft SQL Server\120\Tools\Binn\sqlps.exe
sqlps.exe,C:\Program files (x86)\Microsoft SQL Server\130\Tools\Binn\sqlps.exe
sqlps.exe,C:\Program Files (x86)\Microsoft SQL Server\150\Tools\Binn\SQLPS.exe
sqltoolsps.exe,C:\Program files (x86)\Microsoft SQL Server\130\Tools\Binn\sqlps.exe
teams.exe,C:\Users\.*\AppData\Local\Microsoft\Teams\current\Teams.exe
teams.exe,C:\Users\.*\AppData\Local\Microsoft\Teams\current\Teams.exe
teams.exe,C:\Users\.*\AppData\Local\Microsoft\Teams\current\Teams.exe
testwindowremoteagent.exe,C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\CommonExtensions\Microsoft\TestWindow\RemoteAgent\TestWindowRemoteAgent.exe
vsdiagnostics.exe,C:\Program Files\Microsoft Visual Studio\2022\Community\Team Tools\DiagnosticsHub\Collector\VSDiagnostics.exe
vsdiagnostics.exe,C:\Program Files\Microsoft Visual Studio\2022\Community\Team Tools\DiagnosticsHub\Collector\VSDiagnostics.exe
vsiisexelauncher.exe,C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\Extensions\Microsoft\Web Tools\ProjectSystem\VSIISExeLauncher.exe
visio.exe,C:\Program Files (x86)\Microsoft Office\Office14\Visio.exe
visio.exe,C:\Program Files\Microsoft Office\Office14\Visio.exe
visio.exe,C:\Program Files (x86)\Microsoft Office\Office15\Visio.exe
visio.exe,C:\Program Files\Microsoft Office\Office15\Visio.exe
visio.exe,C:\Program Files (x86)\Microsoft Office\Office16\Visio.exe
visio.exe,C:\Program Files\Microsoft Office\Office16\Visio.exe
visio.exe,C:\Program Files (x86)\Microsoft Office\root\Office14\Visio.exe
visio.exe,C:\Program Files\Microsoft Office\root\Office14\Visio.exe
visio.exe,C:\Program Files (x86)\Microsoft Office\root\Office15\Visio.exe
visio.exe,C:\Program Files\Microsoft Office\root\Office15\Visio.exe
visio.exe,C:\Program Files (x86)\Microsoft Office\root\Office16\Visio.exe
visio.exe,C:\Program Files\Microsoft Office\root\Office16\Visio.exe
visualuiaverifynative.exe,C:\Program Files (x86)\Windows Kits\10\bin\.*\arm64\UIAVerify\VisualUiaVerifyNative.exe
visualuiaverifynative.exe,C:\Program Files (x86)\Windows Kits\10\bin\.*\x64\UIAVerify\VisualUiaVerifyNative.exe
visualuiaverifynative.exe,C:\Program Files (x86)\Windows Kits\10\bin\.*\UIAVerify\VisualUiaVerifyNative.exe
vslaunchbrowser.exe,C:\Program Files\Microsoft Visual Studio\.*\Community\Common7\IDE\VSLaunchBrowser.exe
vslaunchbrowser.exe,C:\Program Files (x86)\Microsoft Visual Studio\.*\Community\Common7\IDE\VSLaunchBrowser.exe
vslaunchbrowser.exe,C:\Program Files\Microsoft Visual Studio\.*\Community\Common7\IDE\VSLaunchBrowser.exe
vslaunchbrowser.exe,C:\Program Files (x86)\Microsoft Visual Studio\.*\Community\Common7\IDE\VSLaunchBrowser.exe
vslaunchbrowser.exe,C:\Program Files\Microsoft Visual Studio\.*\Community\Common7\IDE\VSLaunchBrowser.exe
vslaunchbrowser.exe,C:\Program Files (x86)\Microsoft Visual Studio\.*\Community\Common7\IDE\VSLaunchBrowser.exe
vshadow.exe,C:\Program Files (x86)\Windows Kits\10\bin\.*\x64\vshadow.exe
vsjitdebugger.exe,C:\windows\system32\vsjitdebugger.exe
